Algorithm,k,Distance_Metric,N_Buckets,Repetition,ARI,NMI,DBI,Silhouette,CHS,Time
"GlobalKMeansAlgorithm(k=15, Distance_Metric=clark, N_Buckets=4k)_0",15,clark,4k,0,0.37969335077829797,0.5716216608936598,2.5556123881725408,0.09801135580392059,1352.565705545111,4.899173736572266
"GlobalKMeansAlgorithm(k=16, Distance_Metric=euclidean, N_Buckets=2k)_0",16,euclidean,2k,0,0.5932856574144645,0.7272122314056201,1.3481371966924127,0.28717830932933536,2400.6956728381933,2.8582935333251953
"GlobalKMeansAlgorithm(k=16, Distance_Metric=euclidean, N_Buckets=3k)_0",16,euclidean,3k,0,0.5910894616409044,0.7259954994974714,1.300945575368575,0.2847235093978466,2395.9853120207727,2.9019577503204346
"GlobalKMeansAlgorithm(k=16, Distance_Metric=euclidean, N_Buckets=4k)_0",16,euclidean,4k,0,0.5948510917069505,0.7279830765510027,1.2981862555857167,0.2855132717637104,2394.6454964440477,2.9601943492889404
"GlobalKMeansAlgorithm(k=16, Distance_Metric=manhattan, N_Buckets=2k)_0",16,manhattan,2k,0,0.5779212863646482,0.7070805856336142,1.4086936041976301,0.26923381526774326,2279.9947731517204,2.8270750045776367
"GlobalKMeansAlgorithm(k=16, Distance_Metric=manhattan, N_Buckets=3k)_0",16,manhattan,3k,0,0.577202641042872,0.7067137460120593,1.407308658070201,0.26917495693571597,2279.992793554688,2.832594156265259
"GlobalKMeansAlgorithm(k=16, Distance_Metric=manhattan, N_Buckets=4k)_0",16,manhattan,4k,0,0.571543511703753,0.7123949576993328,1.354766923488901,0.27630774012108406,2331.9416666968455,2.8613998889923096
"GlobalKMeansAlgorithm(k=16, Distance_Metric=clark, N_Buckets=2k)_0",16,clark,2k,0,0.34018601156766937,0.5546049314175561,2.131086216700929,0.07967493290165405,1123.5082089359967,5.419565439224243
"GlobalKMeansAlgorithm(k=16, Distance_Metric=clark, N_Buckets=3k)_0",16,clark,3k,0,0.3830306874545717,0.5989359300077551,2.76152271129505,0.11577334278247485,1533.374322043135,5.469890117645264
"GlobalKMeansAlgorithm(k=16, Distance_Metric=clark, N_Buckets=4k)_0",16,clark,4k,0,0.36015389579299073,0.5869393125531318,3.084582692448416,0.09231837284430193,1465.6831799921388,5.5258402824401855
"GlobalKMeansAlgorithm(k=17, Distance_Metric=euclidean, N_Buckets=2k)_0",17,euclidean,2k,0,0.5697298376650204,0.7176206155018863,1.338680436814129,0.2783936968413415,2319.978952637381,3.1794726848602295
"GlobalKMeansAlgorithm(k=17, Distance_Metric=euclidean, N_Buckets=3k)_0",17,euclidean,3k,0,0.5796144696484713,0.7255911121674035,1.3259057572051185,0.2780583622490542,2324.009535592888,3.2506988048553467
"GlobalKMeansAlgorithm(k=17, Distance_Metric=euclidean, N_Buckets=4k)_0",17,euclidean,4k,0,0.562323315987621,0.717053422622136,1.3272244327780134,0.27913133006810953,2341.3565580541217,3.3239035606384277
"GlobalKMeansAlgorithm(k=17, Distance_Metric=manhattan, N_Buckets=2k)_0",17,manhattan,2k,0,0.5733212746852495,0.7111895436379134,1.4037853268578098,0.2687962226313444,2218.2274300721615,3.1624996662139893
"GlobalKMeansAlgorithm(k=17, Distance_Metric=manhattan, N_Buckets=3k)_0",17,manhattan,3k,0,0.5683120016559112,0.711628591547927,1.4525077640973494,0.26842399613037604,2257.7905248996713,3.1610896587371826
"GlobalKMeansAlgorithm(k=17, Distance_Metric=manhattan, N_Buckets=4k)_0",17,manhattan,4k,0,0.5595732032478204,0.7099834835338518,1.3725757723314924,0.2709515793328711,2273.619279429304,3.225839614868164
"GlobalKMeansAlgorithm(k=17, Distance_Metric=clark, N_Buckets=2k)_0",17,clark,2k,0,0.33598230595403655,0.5586498584709617,2.1333271590990015,0.09295120240903501,1279.7768863240988,6.130250930786133
"GlobalKMeansAlgorithm(k=17, Distance_Metric=clark, N_Buckets=3k)_0",17,clark,3k,0,0.4046175056578588,0.5899007293381762,2.1230572290944645,0.1165334695614813,1435.7835360383851,6.179959535598755
"GlobalKMeansAlgorithm(k=17, Distance_Metric=clark, N_Buckets=4k)_0",17,clark,4k,0,0.396359327461441,0.5955952318165204,1.8145524972623066,0.10495615113265018,1416.7244782269267,6.259000301361084
"GlobalKMeansAlgorithm(k=18, Distance_Metric=euclidean, N_Buckets=2k)_0",18,euclidean,2k,0,0.5537209220254755,0.717098802588988,1.3527056320761812,0.27596759513055374,2275.11885211792,3.574960231781006
"GlobalKMeansAlgorithm(k=18, Distance_Metric=euclidean, N_Buckets=3k)_0",18,euclidean,3k,0,0.5769081578028668,0.7238471396922562,1.337729777521146,0.27808503074245017,2221.62010548968,3.6082351207733154
"GlobalKMeansAlgorithm(k=18, Distance_Metric=euclidean, N_Buckets=4k)_0",18,euclidean,4k,0,0.5458161291810629,0.7124222606810711,1.3494911429513543,0.26993151265053267,2265.331291077363,3.6864869594573975
"GlobalKMeansAlgorithm(k=18, Distance_Metric=manhattan, N_Buckets=2k)_0",18,manhattan,2k,0,0.5659874600329172,0.7074957133512092,1.4554798601995622,0.26150187116223617,2118.7708780639264,3.518211603164673
"GlobalKMeansAlgorithm(k=18, Distance_Metric=manhattan, N_Buckets=3k)_0",18,manhattan,3k,0,0.5540207930809515,0.7052288632565069,1.4038822360045853,0.2697209063860024,2191.7166508300143,3.5071191787719727
"GlobalKMeansAlgorithm(k=18, Distance_Metric=manhattan, N_Buckets=4k)_0",18,manhattan,4k,0,0.56235329614585,0.716284245030742,1.359320576904536,0.2730342387204193,2225.5202956311755,3.6159749031066895
"GlobalKMeansAlgorithm(k=18, Distance_Metric=clark, N_Buckets=2k)_0",18,clark,2k,0,0.3794800042029721,0.5987566868311424,2.56273476415379,0.08917903151777896,1341.6349172401156,6.79996395111084
"GlobalKMeansAlgorithm(k=18, Distance_Metric=clark, N_Buckets=3k)_0",18,clark,3k,0,0.3713450991817438,0.5806315623907978,2.7840879696328136,0.10015627354968644,1374.334067442788,6.864640235900879
"GlobalKMeansAlgorithm(k=18, Distance_Metric=clark, N_Buckets=4k)_0",18,clark,4k,0,0.2999231411774449,0.5571428716197763,1.9309824862837084,0.0293099146007742,1011.6058473494726,6.979350328445435
"GlobalKMeansAlgorithm(k=19, Distance_Metric=euclidean, N_Buckets=2k)_0",19,euclidean,2k,0,0.567398729420754,0.720535666152253,1.3443292067228796,0.27755096934271756,2170.1566609501547,3.9383842945098877
"GlobalKMeansAlgorithm(k=19, Distance_Metric=euclidean, N_Buckets=3k)_0",19,euclidean,3k,0,0.5699551157388654,0.7209441762046066,1.3392813932792371,0.2777193590528501,2164.53306968871,3.9771745204925537
"GlobalKMeansAlgorithm(k=19, Distance_Metric=euclidean, N_Buckets=4k)_0",19,euclidean,4k,0,0.5473859809186966,0.7164120712759222,1.3534137053305075,0.2736037277815286,2186.467097611608,3.911655902862549
"GlobalKMeansAlgorithm(k=19, Distance_Metric=manhattan, N_Buckets=2k)_0",19,manhattan,2k,0,0.5792812036387035,0.7190309360819013,1.4416146660502414,0.26498701497793714,2080.193731841242,3.832556962966919
"GlobalKMeansAlgorithm(k=19, Distance_Metric=manhattan, N_Buckets=3k)_0",19,manhattan,3k,0,0.5660404730394083,0.7175060658769977,1.4596213133490752,0.26608231251029535,2130.7794485733566,3.872001886367798
"GlobalKMeansAlgorithm(k=19, Distance_Metric=manhattan, N_Buckets=4k)_0",19,manhattan,4k,0,0.5622693130180759,0.7187879364713439,1.3890754232194464,0.2709799201524082,2160.5113921203238,3.980915069580078
"GlobalKMeansAlgorithm(k=19, Distance_Metric=clark, N_Buckets=2k)_0",19,clark,2k,0,0.2596523008311935,0.5490958815576241,2.224802327968501,0.01700010576815003,923.5172627149931,7.610891103744507
"GlobalKMeansAlgorithm(k=19, Distance_Metric=clark, N_Buckets=3k)_0",19,clark,3k,0,0.3462093373032089,0.5672764202817526,2.2577470917068148,0.06023988621603929,1122.925090498911,7.622604131698608
"GlobalKMeansAlgorithm(k=19, Distance_Metric=clark, N_Buckets=4k)_0",19,clark,4k,0,0.3760135258456962,0.5897220121075776,2.012162087476335,0.11673744113941803,1280.2075307285186,7.783066987991333
"GlobalKMeansAlgorithm(k=20, Distance_Metric=euclidean, N_Buckets=2k)_0",20,euclidean,2k,0,0.5794648599622929,0.7335149072275668,1.3126001921113395,0.28135881084583947,2108.796755173985,4.360326290130615
"GlobalKMeansAlgorithm(k=20, Distance_Metric=euclidean, N_Buckets=3k)_0",20,euclidean,3k,0,0.5723907156310437,0.7252649260054196,1.3162894436783454,0.2806591582455511,2096.139533754843,4.432615518569946
"GlobalKMeansAlgorithm(k=20, Distance_Metric=euclidean, N_Buckets=4k)_0",20,euclidean,4k,0,0.542598035261455,0.719145455624244,1.339118585113634,0.2746151845694175,2137.9627844705055,4.336376190185547
"GlobalKMeansAlgorithm(k=20, Distance_Metric=manhattan, N_Buckets=2k)_0",20,manhattan,2k,0,0.5674373757538212,0.7140567130619822,1.4634861352588184,0.2518733755942346,2026.6249637273843,4.231823205947876
"GlobalKMeansAlgorithm(k=20, Distance_Metric=manhattan, N_Buckets=3k)_0",20,manhattan,3k,0,0.5665974473976074,0.7220414489492771,1.4179799793088022,0.2676631890199436,2063.9889318660794,4.292021989822388
"GlobalKMeansAlgorithm(k=20, Distance_Metric=manhattan, N_Buckets=4k)_0",20,manhattan,4k,0,0.5552108750026344,0.718578111692371,1.3758978033872655,0.26628429633419687,2116.7934495930203,4.389542818069458
"GlobalKMeansAlgorithm(k=20, Distance_Metric=clark, N_Buckets=2k)_0",20,clark,2k,0,0.34363668969206906,0.5874262855908283,2.0535975080412547,0.04243404507961808,1039.311979453416,8.384587049484253
"GlobalKMeansAlgorithm(k=20, Distance_Metric=clark, N_Buckets=3k)_0",20,clark,3k,0,0.37378945867146185,0.5944264195611318,1.9187192882851558,0.10630770626299987,1380.0041910287202,8.427166938781738
"GlobalKMeansAlgorithm(k=20, Distance_Metric=clark, N_Buckets=4k)_0",20,clark,4k,0,0.29357892025346266,0.5650135439309216,1.9639679746691598,0.03907305302375319,948.0711327257868,8.503510475158691
